job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,min_salary,max_salary,avg_salary,city,state
1263,Morgan-Phillips,E-commerce,data analyst,"Scikit-learn, Reinforcement Learning, NumPy, MLflow, Flask, Hugging Face",Entry,Full-time,"Rodriguezchester, SK",133145-195186,2025-03-18,Mid,FastAPI,133145.0,195186.0,164165.5,Rodriguezchester,SK
1264,Bailey-York,Education,ai researcher,"FastAPI, Azure, NumPy, GCP, Flask",Mid,Internship,"Brittanymouth, ME",44966-73083,2024-11-05,Large,FastAPI,44966.0,73083.0,59024.5,Brittanymouth,ME
1265,Rodriguez-Walters,Healthcare,ai product manager,"Flask, TensorFlow, Python, R, Azure, SQL",Senior,Full-time,"Travistown, PS",113803-173152,2024-01-18,Mid,"PyTorch, Scikit-learn, KDB+",113803.0,173152.0,143477.5,Travistown,PS
1266,Ortiz PLC,E-commerce,ai researcher,"Keras, GCP, Scikit-learn, MLflow, NumPy",Entry,Full-time,"Rochastad, BB",96732-192601,2025-02-20,Large,"LangChain, PyTorch",96732.0,192601.0,144666.5,Rochastad,BB
1267,Green-Moore,Retail,data analyst,"R, NumPy, PyTorch",Senior,Full-time,"East Valerieville, KE",137258-223013,2024-01-09,Startup,PyTorch,137258.0,223013.0,180135.5,East Valerieville,KE
1268,"Underwood, Scott and Norris",Education,data scientist,"NumPy, Pandas, LangChain, MLflow, TensorFlow, R",Senior,Remote,"Davisville, GQ",129628-217643,2024-12-19,Mid,"BigQuery, TensorFlow, MLflow",129628.0,217643.0,173635.5,Davisville,GQ
1269,Gonzalez-Gordon,Education,data scientist,"MLflow, LangChain, Power BI, CUDA, SQL, TensorFlow",Senior,Full-time,"Jodyville, BA",98960-171179,2025-02-18,Large,"Scikit-learn, LangChain",98960.0,171179.0,135069.5,Jodyville,BA
1270,Gilmore Group,Tech,quant researcher,"Scikit-learn, R, Power BI",Mid,Full-time,"North William, FJ",98270-193839,2024-06-05,Large,"PyTorch, LangChain, BigQuery",98270.0,193839.0,146054.5,North William,FJ
1271,Scott-Jones,Education,data scientist,"Keras, NumPy, Reinforcement Learning, Scikit-learn, Azure, Pandas",Mid,Internship,"Haneyview, KR",112886-206291,2025-03-28,Large,"PyTorch, BigQuery",112886.0,206291.0,159588.5,Haneyview,KR
1272,Johnson-Peters,Tech,nlp engineer,"LangChain, GCP, NumPy, Python, R",Entry,Contract,"North Daniel, AZ",74842-147593,2025-04-18,Startup,LangChain,74842.0,147593.0,111217.5,North Daniel,AZ
1273,"Black, Baker and Sanchez",Healthcare,ai researcher,"FastAPI, Flask, Power BI, Reinforcement Learning, PyTorch",Entry,Full-time,"West Josebury, IS",132532-204945,2024-01-19,Startup,MLflow,132532.0,204945.0,168738.5,West Josebury,IS
1274,Durham Ltd,Education,data analyst,"SQL, MLflow, Keras, TensorFlow, NumPy, Reinforcement Learning",Entry,Contract,"Lake Marychester, CU",85034-163334,2025-09-05,Startup,"KDB+, MLflow",85034.0,163334.0,124184.0,Lake Marychester,CU
1275,Lee LLC,Healthcare,ai researcher,"AWS, NumPy, TensorFlow, Hugging Face, CUDA, Power BI",Senior,Full-time,"South Feliciafurt, SA",69810-147152,2024-01-02,Mid,"PyTorch, FastAPI, Scikit-learn",69810.0,147152.0,108481.0,South Feliciafurt,SA
1276,Lindsey LLC,Automotive,ai product manager,"AWS, Flask, C++, GCP, Hugging Face",Senior,Contract,"West Lauren, FM",123414-145432,2025-01-31,Startup,"FastAPI, TensorFlow",123414.0,145432.0,134423.0,West Lauren,FM
1277,"Miller, Garcia and Juarez",Automotive,ai researcher,"Reinforcement Learning, TensorFlow, Flask, Excel, GCP",Senior,Remote,"Port Kevin, TV",142118-211573,2025-02-10,Mid,"Scikit-learn, LangChain, FastAPI",142118.0,211573.0,176845.5,Port Kevin,TV
1278,Matthews and Sons,Retail,nlp engineer,"TensorFlow, Hugging Face, MLflow, GCP, PyTorch",Senior,Internship,"Port Crystal, SN",93048-182709,2024-09-10,Large,"FastAPI, TensorFlow",93048.0,182709.0,137878.5,Port Crystal,SN
1279,Cannon-Phelps,Retail,quant researcher,"FastAPI, Scikit-learn, LangChain",Entry,Full-time,"Lake Danielle, IE",143586-192237,2024-10-23,Startup,"FastAPI, MLflow",143586.0,192237.0,167911.5,Lake Danielle,IE
1280,Anderson PLC,Automotive,nlp engineer,"R, FastAPI, TensorFlow",Entry,Internship,"Sandovalberg, BY",130633-195258,2025-02-20,Mid,Scikit-learn,130633.0,195258.0,162945.5,Sandovalberg,BY
1281,Brady and Sons,E-commerce,ml engineer,"Excel, R, Pandas",Entry,Remote,"Stewartfort, AM",47496-67158,2024-05-30,Large,"FastAPI, PyTorch",47496.0,67158.0,57327.0,Stewartfort,AM
1282,Johnson Inc,Finance,quant researcher,"PyTorch, CUDA, TensorFlow, FastAPI, Keras",Senior,Full-time,"West Jason, CU",98888-179005,2023-10-19,Startup,Scikit-learn,98888.0,179005.0,138946.5,West Jason,CU
1283,"Gonzalez, Burnett and Alexander",Automotive,data analyst,"Reinforcement Learning, Hugging Face, CUDA, PyTorch",Mid,Remote,"North Paulburgh, BF",68341-101863,2025-01-10,Startup,"BigQuery, PyTorch",68341.0,101863.0,85102.0,North Paulburgh,BF
1284,Morris-Lee,Retail,nlp engineer,"Reinforcement Learning, TensorFlow, Pandas, Keras, Python, PyTorch",Mid,Internship,"West Eric, ZA",53719-90956,2024-03-28,Startup,Scikit-learn,53719.0,90956.0,72337.5,West Eric,ZA
1285,Baxter and Sons,Healthcare,data scientist,"Pandas, Reinforcement Learning, FastAPI, Power BI",Senior,Contract,"West Carolynside, TN",85034-137565,2024-02-06,Startup,FastAPI,85034.0,137565.0,111299.5,West Carolynside,TN
1286,"King, Hatfield and Small",Automotive,ml engineer,"Reinforcement Learning, TensorFlow, Hugging Face, SQL, C++, LangChain",Senior,Remote,"Wheelerview, BZ",78685-174178,2025-03-26,Startup,KDB+,78685.0,174178.0,126431.5,Wheelerview,BZ
1287,"Bailey, Chavez and Green",Tech,data scientist,"R, Scikit-learn, LangChain, Flask",Entry,Full-time,"East Marcus, TH",125195-148007,2025-04-28,Large,"BigQuery, TensorFlow",125195.0,148007.0,136601.0,East Marcus,TH
1288,"Daniels, Lambert and Porter",E-commerce,data analyst,"LangChain, C++, Power BI",Entry,Full-time,"Tylerberg, CU",59356-113740,2025-03-03,Large,LangChain,59356.0,113740.0,86548.0,Tylerberg,CU
1289,Casey Ltd,E-commerce,ml engineer,"NumPy, SQL, Flask, Python",Entry,Full-time,"Priceland, TL",98434-136560,2025-03-18,Startup,TensorFlow,98434.0,136560.0,117497.0,Priceland,TL
1290,"Williams, Robinson and Scott",Tech,ml engineer,"Excel, Scikit-learn, AWS, Flask, LangChain",Mid,Remote,"Parkborough, BI",114993-167476,2024-08-30,Startup,TensorFlow,114993.0,167476.0,141234.5,Parkborough,BI
1291,Palmer Group,Finance,data scientist,"Excel, Pandas, SQL, R, Azure",Senior,Remote,"Port Amyberg, CD",44859-105193,2024-01-22,Large,BigQuery,44859.0,105193.0,75026.0,Port Amyberg,CD
1292,Brooks Group,Healthcare,ai researcher,"Pandas, GCP, Power BI, Hugging Face, Reinforcement Learning, CUDA",Senior,Internship,"New Jerome, CY",112082-168256,2024-12-27,Startup,"Scikit-learn, TensorFlow",112082.0,168256.0,140169.0,New Jerome,CY
1293,"Martinez, Nelson and Hernandez",Education,data analyst,"PyTorch, Python, AWS, Reinforcement Learning, FastAPI, CUDA",Senior,Remote,"Port Justin, RW",74410-152948,2024-09-22,Startup,"KDB+, PyTorch, FastAPI",74410.0,152948.0,113679.0,Port Justin,RW
1294,Sanchez Ltd,Retail,quant researcher,"Scikit-learn, PyTorch, Python",Entry,Contract,"North Nicoleland, AF",86695-101255,2024-06-27,Mid,Scikit-learn,86695.0,101255.0,93975.0,North Nicoleland,AF
1295,Riley Ltd,Retail,data scientist,"LangChain, Power BI, Python",Mid,Internship,"Williamside, ST",133790-219591,2025-07-11,Startup,"MLflow, PyTorch",133790.0,219591.0,176690.5,Williamside,ST
1296,Hunter Inc,Tech,ai researcher,"NumPy, PyTorch, Excel",Mid,Remote,"Lindabury, HN",52444-92373,2023-10-26,Large,KDB+,52444.0,92373.0,72408.5,Lindabury,HN
1297,"Day, Jones and Castillo",Finance,quant researcher,"Scikit-learn, PyTorch, Reinforcement Learning, Flask, FastAPI, MLflow",Mid,Internship,"North Carolfurt, MM",123880-187230,2025-05-25,Mid,"MLflow, KDB+",123880.0,187230.0,155555.0,North Carolfurt,MM
1298,"Tran, Williams and Ochoa",Automotive,nlp engineer,"CUDA, Pandas, Scikit-learn",Mid,Full-time,"Lake Micheal, SC",146084-231984,2024-10-11,Large,"MLflow, KDB+",146084.0,231984.0,189034.0,Lake Micheal,SC
1299,"Deleon, Fuller and Hall",Healthcare,computer vision engineer,"NumPy, PyTorch, SQL, TensorFlow",Entry,Contract,"Parrishburgh, OM",56481-84513,2025-05-16,Mid,MLflow,56481.0,84513.0,70497.0,Parrishburgh,OM
1300,"Pierce, White and Poole",Retail,nlp engineer,"Reinforcement Learning, Pandas, Azure, SQL, C++",Senior,Full-time,"Port John, LU",57340-68602,2024-07-08,Startup,"TensorFlow, Scikit-learn",57340.0,68602.0,62971.0,Port John,LU
1301,Johnson LLC,Finance,nlp engineer,"FastAPI, LangChain, Python, AWS, R, TensorFlow",Senior,Full-time,"Zacharyberg, PG",118381-202353,2025-09-18,Startup,MLflow,118381.0,202353.0,160367.0,Zacharyberg,PG
1302,Tucker LLC,Education,nlp engineer,"AWS, Power BI, Pandas, TensorFlow",Mid,Full-time,"East Justin, FJ",119065-138839,2024-04-07,Large,"MLflow, BigQuery, FastAPI",119065.0,138839.0,128952.0,East Justin,FJ
1303,"Washington, Kirby and Kennedy",Healthcare,ai product manager,"Hugging Face, LangChain, Flask, AWS",Entry,Remote,"Lake Bryan, CD",137144-230874,2025-07-17,Large,"FastAPI, LangChain, MLflow",137144.0,230874.0,184009.0,Lake Bryan,CD
1304,Mills LLC,Retail,data scientist,"PyTorch, C++, Flask, Pandas, NumPy",Mid,Remote,"New Sonya, FJ",55380-126665,2025-07-18,Startup,"MLflow, LangChain, TensorFlow",55380.0,126665.0,91022.5,New Sonya,FJ
1305,Stewart Inc,Automotive,ai product manager,"CUDA, LangChain, NumPy, GCP, Flask, Azure",Entry,Internship,"Bradleystad, KI",97367-187232,2024-08-18,Startup,"KDB+, MLflow",97367.0,187232.0,142299.5,Bradleystad,KI
1306,Mckay-Patton,Automotive,nlp engineer,"Excel, Azure, R, FastAPI, PyTorch, Power BI",Mid,Remote,"Kimfurt, MW",61468-116118,2024-09-10,Large,LangChain,61468.0,116118.0,88793.0,Kimfurt,MW
1307,Cooley LLC,Tech,data analyst,"TensorFlow, GCP, Power BI, FastAPI, Pandas, R",Entry,Remote,"East Jasonfort, MU",115727-146548,2024-10-26,Mid,LangChain,115727.0,146548.0,131137.5,East Jasonfort,MU
1308,Williams PLC,Retail,computer vision engineer,"NumPy, Keras, Reinforcement Learning",Mid,Internship,"South Latoya, CV",87853-140156,2024-06-29,Startup,Scikit-learn,87853.0,140156.0,114004.5,South Latoya,CV
1309,"Carlson, Taylor and Johnson",Finance,quant researcher,"Excel, SQL, AWS, Scikit-learn, GCP",Senior,Contract,"Scottmouth, NP",143861-179759,2024-05-25,Startup,"LangChain, MLflow, Scikit-learn",143861.0,179759.0,161810.0,Scottmouth,NP
1310,Price LLC,Automotive,nlp engineer,"PyTorch, Excel, LangChain, Scikit-learn",Senior,Full-time,"Brittanyborough, GN",67012-121933,2024-07-12,Startup,"TensorFlow, FastAPI, KDB+",67012.0,121933.0,94472.5,Brittanyborough,GN
1311,Adams and Sons,Tech,ai researcher,"Scikit-learn, CUDA, GCP, SQL, Reinforcement Learning",Entry,Contract,"Port Judyside, SL",41971-77635,2024-07-09,Large,"LangChain, BigQuery",41971.0,77635.0,59803.0,Port Judyside,SL
1312,Roberts Ltd,Retail,nlp engineer,"SQL, PyTorch, Keras, Reinforcement Learning, C++, Hugging Face",Senior,Remote,"East Charles, CL",139502-184795,2024-08-08,Startup,"TensorFlow, LangChain",139502.0,184795.0,162148.5,East Charles,CL
1313,"Johnson, Fuller and Rogers",Retail,quant researcher,"Excel, LangChain, FastAPI, SQL, Azure, Keras",Mid,Full-time,"New Antoniomouth, VN",45567-73023,2024-01-31,Startup,"PyTorch, TensorFlow",45567.0,73023.0,59295.0,New Antoniomouth,VN
1314,Morgan PLC,Retail,nlp engineer,"C++, Azure, Hugging Face, Keras, PyTorch",Entry,Internship,"Martinchester, SO",136733-208599,2025-02-10,Startup,KDB+,136733.0,208599.0,172666.0,Martinchester,SO
1315,Evans PLC,Automotive,quant researcher,"SQL, Azure, Reinforcement Learning, C++",Mid,Contract,"West Karen, LI",89039-133332,2024-09-23,Mid,FastAPI,89039.0,133332.0,111185.5,West Karen,LI
1316,Young-Flores,E-commerce,data scientist,"Pandas, FastAPI, Azure, Flask, Python, SQL",Mid,Contract,"North Debbie, DJ",115624-135750,2023-10-03,Large,PyTorch,115624.0,135750.0,125687.0,North Debbie,DJ
1317,"Howard, Owens and Coleman",Education,ai researcher,"SQL, NumPy, GCP",Mid,Internship,"Hollowayfort, QA",101178-186066,2024-04-16,Large,"MLflow, TensorFlow, PyTorch",101178.0,186066.0,143622.0,Hollowayfort,QA
1318,Jefferson-Cooper,E-commerce,nlp engineer,"Flask, GCP, C++, Hugging Face, PyTorch",Senior,Remote,"Marissabury, AO",123425-181886,2025-02-13,Startup,"MLflow, TensorFlow, FastAPI",123425.0,181886.0,152655.5,Marissabury,AO
1319,"Mosley, Schultz and Wilson",Education,ml engineer,"Hugging Face, MLflow, PyTorch",Entry,Internship,"Roseland, IT",70478-128940,2025-08-28,Large,PyTorch,70478.0,128940.0,99709.0,Roseland,IT
1320,"Collier, Houston and Brown",E-commerce,quant researcher,"Reinforcement Learning, C++, TensorFlow",Mid,Contract,"Adrianstad, SG",54468-79575,2024-03-23,Large,PyTorch,54468.0,79575.0,67021.5,Adrianstad,SG
1321,Raymond-Powell,Retail,ml engineer,"Azure, LangChain, R",Entry,Internship,"Alexchester, GT",118961-131569,2024-04-28,Large,PyTorch,118961.0,131569.0,125265.0,Alexchester,GT
1322,Booth-Gibbs,E-commerce,ml engineer,"Flask, Excel, Azure, MLflow, Keras, LangChain",Senior,Remote,"Michaelchester, BR",77357-139297,2025-03-10,Mid,LangChain,77357.0,139297.0,108327.0,Michaelchester,BR
1323,Henderson-Lewis,Retail,ai product manager,"Scikit-learn, TensorFlow, Power BI, SQL, Hugging Face, Excel",Entry,Internship,"Nelsonbury, AE",73723-124812,2024-06-13,Startup,"LangChain, TensorFlow",73723.0,124812.0,99267.5,Nelsonbury,AE
1324,Rhodes PLC,E-commerce,ai product manager,"Excel, GCP, R",Entry,Internship,"West Laura, SE",56407-108451,2023-12-13,Startup,Scikit-learn,56407.0,108451.0,82429.0,West Laura,SE
1325,"Yang, Wyatt and Jackson",Education,ai researcher,"Power BI, NumPy, GCP",Senior,Full-time,"Fitzgeraldmouth, TL",66257-85472,2025-01-02,Mid,KDB+,66257.0,85472.0,75864.5,Fitzgeraldmouth,TL
1326,Ortiz-Hogan,Tech,nlp engineer,"C++, R, LangChain, Keras",Entry,Remote,"Port Kellieview, FR",119426-210962,2025-03-12,Large,"Scikit-learn, TensorFlow",119426.0,210962.0,165194.0,Port Kellieview,FR
1327,Morgan-Kelly,Automotive,ai researcher,"Hugging Face, AWS, R",Senior,Contract,"Fryeside, UZ",143238-190147,2025-06-06,Mid,"MLflow, LangChain, BigQuery",143238.0,190147.0,166692.5,Fryeside,UZ
1328,Kelly-Conrad,E-commerce,data analyst,"CUDA, NumPy, Power BI, Azure, SQL, Keras",Mid,Contract,"Lake Kevinmouth, SE",95911-153606,2024-09-15,Large,KDB+,95911.0,153606.0,124758.5,Lake Kevinmouth,SE
1329,"Briggs, Chase and Thompson",E-commerce,nlp engineer,"Azure, MLflow, Keras, Scikit-learn",Entry,Contract,"Claudiaberg, DZ",144692-182426,2024-08-09,Large,"PyTorch, Scikit-learn, KDB+",144692.0,182426.0,163559.0,Claudiaberg,DZ
1330,Payne-Reese,Finance,ai product manager,"GCP, Hugging Face, NumPy, Power BI, Excel, Keras",Mid,Contract,"Campbellville, BS",65633-128186,2025-09-03,Large,"PyTorch, Scikit-learn",65633.0,128186.0,96909.5,Campbellville,BS
1331,"Mullins, Black and Ferrell",Education,ai researcher,"R, Scikit-learn, Excel, Hugging Face",Mid,Remote,"North Donald, TL",96745-117500,2025-09-15,Mid,"LangChain, TensorFlow",96745.0,117500.0,107122.5,North Donald,TL
1332,"Williams, Johnson and Williams",Automotive,ai researcher,"Azure, Pandas, Scikit-learn",Entry,Remote,"Charlesberg, DO",90844-116911,2024-08-23,Large,KDB+,90844.0,116911.0,103877.5,Charlesberg,DO
1333,"Vega, Trujillo and Sanchez",Healthcare,data scientist,"Azure, TensorFlow, AWS, NumPy",Senior,Internship,"East Lauraland, QA",127738-213346,2025-02-24,Large,TensorFlow,127738.0,213346.0,170542.0,East Lauraland,QA
1334,Parker Group,E-commerce,computer vision engineer,"NumPy, Flask, MLflow",Entry,Remote,"North Kelly, SI",40044-122431,2023-11-05,Mid,"PyTorch, FastAPI, Scikit-learn",40044.0,122431.0,81237.5,North Kelly,SI
1335,"Miranda, Gonzalez and Long",Healthcare,ai researcher,"R, Excel, FastAPI, Pandas, TensorFlow, NumPy",Entry,Full-time,"New Brettburgh, BR",87576-154227,2024-05-17,Large,"LangChain, FastAPI, MLflow",87576.0,154227.0,120901.5,New Brettburgh,BR
1336,"Franklin, Saunders and Gray",Automotive,ai researcher,"CUDA, Hugging Face, Azure",Senior,Full-time,"Lake Kaitlyn, BH",127240-171690,2023-12-11,Large,"FastAPI, PyTorch",127240.0,171690.0,149465.0,Lake Kaitlyn,BH
1337,"Smith, Montes and Rodriguez",Education,ml engineer,"FastAPI, CUDA, NumPy",Entry,Remote,"Johnborough, IR",79966-166524,2025-07-06,Mid,"TensorFlow, Scikit-learn",79966.0,166524.0,123245.0,Johnborough,IR
1338,"Klein, Mason and Edwards",Finance,ml engineer,"PyTorch, TensorFlow, FastAPI, NumPy, Reinforcement Learning",Senior,Contract,"Carlsonside, KR",145861-182592,2025-02-21,Startup,BigQuery,145861.0,182592.0,164226.5,Carlsonside,KR
1339,Mcbride-Harrison,Retail,data scientist,"Python, Pandas, R, Reinforcement Learning",Entry,Remote,"East Angelaville, DM",72218-140897,2025-05-18,Large,"FastAPI, MLflow, BigQuery",72218.0,140897.0,106557.5,East Angelaville,DM
1340,Brown-Shaffer,Healthcare,ml engineer,"Azure, Hugging Face, C++, Power BI",Mid,Full-time,"East Kimberlystad, LK",44006-88400,2024-04-14,Mid,"FastAPI, BigQuery",44006.0,88400.0,66203.0,East Kimberlystad,LK
1341,"Mcintyre, Bradley and Scott",Education,quant researcher,"SQL, FastAPI, NumPy, TensorFlow, Keras, Reinforcement Learning",Entry,Remote,"Lake Pamelafurt, BB",43780-84358,2024-01-15,Mid,"TensorFlow, MLflow",43780.0,84358.0,64069.0,Lake Pamelafurt,BB
1342,Harris-Miller,Tech,quant researcher,"Scikit-learn, Keras, Pandas",Entry,Internship,"New Matthew, GM",61249-134740,2024-01-20,Large,"PyTorch, BigQuery",61249.0,134740.0,97994.5,New Matthew,GM
1343,Meadows PLC,Education,data analyst,"FastAPI, MLflow, Excel, Reinforcement Learning, Hugging Face, Pandas",Entry,Internship,"Hendrickstown, UG",149324-195524,2024-12-04,Large,"BigQuery, TensorFlow",149324.0,195524.0,172424.0,Hendrickstown,UG
1344,"Crawford, Perry and Reynolds",E-commerce,data scientist,"C++, Scikit-learn, FastAPI, GCP",Entry,Contract,"East Alexisbury, MC",143363-168572,2025-09-02,Startup,"BigQuery, FastAPI",143363.0,168572.0,155967.5,East Alexisbury,MC
1345,Taylor PLC,Automotive,ai researcher,"Python, Keras, NumPy, R, Scikit-learn, PyTorch",Senior,Internship,"Murrayton, ST",93073-108827,2023-12-01,Large,"KDB+, Scikit-learn",93073.0,108827.0,100950.0,Murrayton,ST
1346,"Herring, Smith and Fletcher",Healthcare,quant researcher,"Keras, C++, Flask, Python, GCP, NumPy",Entry,Full-time,"Monroemouth, GQ",144902-243389,2025-05-20,Large,"PyTorch, FastAPI",144902.0,243389.0,194145.5,Monroemouth,GQ
1347,Howard-Johnson,Automotive,ai product manager,"Keras, TensorFlow, Excel, CUDA, PyTorch",Mid,Contract,"Westville, ZA",73201-96873,2025-01-21,Mid,MLflow,73201.0,96873.0,85037.0,Westville,ZA
1348,Kidd PLC,Tech,ai product manager,"TensorFlow, Flask, GCP, Pandas",Entry,Contract,"Madisonstad, BT",53695-121552,2024-02-01,Large,"LangChain, BigQuery, MLflow",53695.0,121552.0,87623.5,Madisonstad,BT
1349,Mccoy Inc,Retail,ml engineer,"AWS, FastAPI, Keras",Mid,Contract,"North Donnaside, FM",42104-140917,2025-08-29,Mid,"TensorFlow, MLflow",42104.0,140917.0,91510.5,North Donnaside,FM
1350,"Riddle, Costa and Morris",E-commerce,ml engineer,"Reinforcement Learning, Excel, LangChain, TensorFlow, FastAPI, R",Mid,Internship,"Leeton, ZA",146786-165131,2023-10-18,Large,TensorFlow,146786.0,165131.0,155958.5,Leeton,ZA
1351,Allen-Middleton,E-commerce,ai researcher,"Excel, FastAPI, Power BI, R",Senior,Contract,"North Shannon, QA",52261-62954,2025-07-30,Startup,LangChain,52261.0,62954.0,57607.5,North Shannon,QA
1352,"Walker, Parks and Ray",Automotive,ml engineer,"GCP, Hugging Face, MLflow",Entry,Internship,"Sheltonburgh, DE",124350-175380,2024-01-30,Large,"PyTorch, Scikit-learn, TensorFlow",124350.0,175380.0,149865.0,Sheltonburgh,DE
1353,"Lee, Roberts and Jones",Education,computer vision engineer,"Azure, SQL, AWS",Entry,Internship,"West Nathan, AF",122574-158266,2025-03-06,Startup,MLflow,122574.0,158266.0,140420.0,West Nathan,AF
1354,"Cox, Jacobson and Gillespie",Education,data analyst,"Flask, FastAPI, Power BI, Reinforcement Learning, Keras, SQL",Entry,Full-time,"Delgadomouth, ID",50676-79231,2025-03-29,Mid,MLflow,50676.0,79231.0,64953.5,Delgadomouth,ID
1355,Stevenson-Flores,Retail,ai product manager,"R, FastAPI, Power BI",Mid,Internship,"East Kelli, TZ",59596-145072,2024-07-06,Large,KDB+,59596.0,145072.0,102334.0,East Kelli,TZ
1356,Fisher Inc,E-commerce,quant researcher,"Azure, Scikit-learn, Excel, Flask, GCP, AWS",Mid,Remote,"Copelandfort, WS",52352-106000,2024-11-12,Startup,PyTorch,52352.0,106000.0,79176.0,Copelandfort,WS
1357,Santos and Sons,Automotive,ai researcher,"Azure, GCP, Hugging Face, R, Scikit-learn",Senior,Contract,"Desireestad, MG",44992-67962,2024-05-20,Startup,"LangChain, TensorFlow",44992.0,67962.0,56477.0,Desireestad,MG
